,DT_MEDICAO,HR_MEDICAO,TEM_INS,UMD_INS,VEN_VEL
4107,2021-03-21,0300,24.9,91,0
4108,2021-03-21,0400,24.8,94,0
4109,2021-03-21,0500,24.5,94,0
4110,2021-03-21,0600,24.2,95,0
4111,2021-03-21,0700,24.1,95,0.1
4112,2021-03-21,0800,23.7,96,0
4113,2021-03-21,0900,23.5,96,0
4114,2021-03-21,1000,24.3,96,0
4115,2021-03-21,1100,27.2,84,0.3
4116,2021-03-21,1200,28.5,72,0.5
4117,2021-03-21,1300,30,67,0.3
4118,2021-03-21,1400,30.5,63,1.5
4119,2021-03-21,1500,31.5,61,1.7
4120,2021-03-21,1600,31.7,65,1.2
4121,2021-03-21,1700,25.6,91,1.8
4122,2021-03-21,1800,26.3,83,1.2
4123,2021-03-21,1900,26.9,80,1.5
4124,2021-03-21,2000,26.6,81,0.6
4125,2021-03-21,2100,26.6,82,0.1
4126,2021-03-21,2200,23.7,96,0.1
4127,2021-03-21,2300,23.7,97,1.3
4128,2021-03-22,0000,23.4,96,0.3
4129,2021-03-22,0100,23.6,97,0.1
4130,2021-03-22,0200,23.5,97,0
4131,2021-03-22,0300,23.7,97,0
4132,2021-03-22,0400,23.7,97,0
4133,2021-03-22,0500,23.6,97,0
4134,2021-03-22,0600,23.8,97,0
4135,2021-03-22,0700,23.8,97,0
4136,2021-03-22,0800,23.8,97,0.6
4137,2021-03-22,0900,23.6,97,0.1
4138,2021-03-22,1000,23.9,97,0
4139,2021-03-22,1100,24.2,97,0
4140,2021-03-22,1200,25.1,97,0.1
4141,2021-03-22,1300,25.9,91,1.3
4142,2021-03-22,1400,26.5,85,1.2
4143,2021-03-22,1500,27.5,77,1.6
4144,2021-03-22,1600,29,76,0.3
4145,2021-03-22,1700,29.1,68,1.2
4146,2021-03-22,1800,23.5,86,7.2
4147,2021-03-22,1900,22.6,94,1.8
4148,2021-03-22,2000,23.1,93,0.4
4149,2021-03-22,2100,23.9,91,0.7
4150,2021-03-22,2200,23.9,92,0
4151,2021-03-22,2300,23.3,95,0.4
4152,2021-03-23,0000,23.1,96,0
4153,2021-03-23,0100,23.2,97,0.7
4154,2021-03-23,0200,23.3,96,0.4
4155,2021-03-23,0300,23.2,96,0
4156,2021-03-23,0400,23,97,0
4157,2021-03-23,0500,22.7,97,0.1
4158,2021-03-23,0600,22.7,97,0.2
4159,2021-03-23,0700,22.5,97,0.1
4160,2021-03-23,0800,22.5,97,0
4161,2021-03-23,0900,22.6,97,0.5
4162,2021-03-23,1000,23,97,0.4
4163,2021-03-23,1100,23.5,97,0.5
4164,2021-03-23,1200,25.2,94,1.2
4165,2021-03-23,1300,26.8,84,1.5
4166,2021-03-23,1400,29.4,67,1.2
4167,2021-03-23,1500,31.3,61,0.7
4168,2021-03-23,1600,31.4,66,1.8
4169,2021-03-23,1700,30.8,63,2.5
4170,2021-03-23,1800,31.1,64,2
4171,2021-03-23,1900,29.8,71,2.3
4172,2021-03-23,2000,27.5,76,1.9
4173,2021-03-23,2100,26.9,78,0.3
4174,2021-03-23,2200,26,82,0.5
4175,2021-03-23,2300,25.7,83,0
4176,2021-03-24,0000,25.5,89,0.2
4177,2021-03-24,0100,24.9,94,0.3
4178,2021-03-24,0200,24.6,95,0.6
4179,2021-03-24,0300,24.4,96,0
4180,2021-03-24,0400,24.6,96,0
4181,2021-03-24,0500,24.4,96,0
4182,2021-03-24,0600,24.2,96,0.1
4183,2021-03-24,0700,24.4,96,0
4184,2021-03-24,0800,24.5,96,0
4185,2021-03-24,0900,24.3,96,0.1
4186,2021-03-24,1000,24.5,96,0
4187,2021-03-24,1100,25.8,93,0.1
4188,2021-03-24,1200,28.1,77,0.9
4189,2021-03-24,1300,28.8,74,0.7
4190,2021-03-24,1400,28.8,73,1.7
4191,2021-03-24,1500,30.1,65,1.2
4192,2021-03-24,1600,30.9,65,1.4
4193,2021-03-24,1700,25.5,93,0.3
4194,2021-03-24,1800,26.7,91,0.9
4195,2021-03-24,1900,27.1,87,0.7
4196,2021-03-24,2000,26.8,85,0.3
4197,2021-03-24,2100,25.7,94,0.3
4198,2021-03-24,2200,25.1,96,1.7
4199,2021-03-24,2300,25.1,96,0
4200,2021-03-25,0000,24.9,96,0
4201,2021-03-25,0100,24.8,97,0
4202,2021-03-25,0200,24.5,97,0
4203,2021-03-25,0300,24.3,97,0
4204,2021-03-25,0400,24.2,97,0
4205,2021-03-25,0500,24.1,97,0
4206,2021-03-25,0600,23.9,97,0
4207,2021-03-25,0700,24,97,0
4208,2021-03-25,0800,23.2,97,0.3
4209,2021-03-25,0900,23.3,97,0
4210,2021-03-25,1000,24.1,97,0
4211,2021-03-25,1100,23.8,97,0.3
4212,2021-03-25,1200,24.8,93,0.2
4213,2021-03-25,1300,27.3,77,0.3
4214,2021-03-25,1400,27.3,80,1.6
4215,2021-03-25,1500,27.9,78,1.6
4216,2021-03-25,1600,27.4,79,0.8
4217,2021-03-25,1700,27.2,81,1.6
4218,2021-03-25,1800,28.1,76,1.3
4219,2021-03-25,1900,27.6,77,1.6
4220,2021-03-25,2000,27,80,0.4
4221,2021-03-25,2100,26.5,80,0
4222,2021-03-25,2200,25.9,85,0
4223,2021-03-25,2300,24.9,93,0
4224,2021-03-26,0000,24.7,95,0
4225,2021-03-26,0100,24.5,96,0
4226,2021-03-26,0200,24,96,0.1
4227,2021-03-26,0300,23.9,96,0.1
4228,2021-03-26,0400,23.7,96,0
4229,2021-03-26,0500,23.7,96,0
4230,2021-03-26,0600,23.4,97,0
4231,2021-03-26,0700,23.5,97,0
4232,2021-03-26,0800,23.3,97,0
4233,2021-03-26,0900,23.3,97,0
4234,2021-03-26,1000,23.7,97,0
4235,2021-03-26,1100,25.5,81,1.8
4236,2021-03-26,1200,27,71,1.2
4237,2021-03-26,1300,28.5,69,1.5
4238,2021-03-26,1400,28.6,69,1.3
4239,2021-03-26,1500,29,68,1
4240,2021-03-26,1600,28.2,74,1.4
4241,2021-03-26,1700,28.2,70,0.1
4242,2021-03-26,1800,28.3,76,0.9
4243,2021-03-26,1900,30.4,66,0.7
4244,2021-03-26,2000,28.1,73,1
4245,2021-03-26,2100,26.9,78,1
4246,2021-03-26,2200,26.2,80,0.8
4247,2021-03-26,2300,26.1,82,0.7
4248,2021-03-27,0000,25.9,82,0.4
4249,2021-03-27,0100,25.4,89,0.2
4250,2021-03-27,0200,25.1,86,0.1
4251,2021-03-27,0300,24.7,88,0
4252,2021-03-27,0400,24.3,92,0.1
4253,2021-03-27,0500,24.1,94,0
4254,2021-03-27,0600,23.8,95,0
4255,2021-03-27,0700,23.6,96,0.3
4256,2021-03-27,0800,23.8,96,1.3
4257,2021-03-27,0900,23.3,95,1.1
4258,2021-03-27,1000,23.2,95,0.3
4259,2021-03-27,1100,24.8,89,0.8
4260,2021-03-27,1200,25.4,78,2.3
4261,2021-03-27,1300,26.2,76,1.3
4262,2021-03-27,1400,26.8,75,0.3
4263,2021-03-27,1500,27.2,73,0
4264,2021-03-27,1600,28.7,70,0
4265,2021-03-27,1700,29,67,0.8
4266,2021-03-27,1800,30,61,0.5
4267,2021-03-27,1900,29.9,64,0.4
4268,2021-03-27,2000,24.5,84,2.1
4269,2021-03-27,2100,24.5,96,0.9
4270,2021-03-27,2200,24.4,95,0.6
4271,2021-03-27,2300,24.5,95,0.2
4272,2021-03-28,0000,24.8,95,0.1
4273,2021-03-28,0100,24.9,94,0
4274,2021-03-28,0200,24.5,95,0.2
4275,2021-03-28,0300,24.4,96,0
4276,2021-03-28,0400,24.3,96,0
4277,2021-03-28,0500,24,97,0.1
4278,2021-03-28,0600,23.8,97,0
4279,2021-03-28,0700,23.8,97,0
4280,2021-03-28,0800,23.8,97,0
4281,2021-03-28,0900,23.8,97,0.3
4282,2021-03-28,1000,23.9,97,0.1
4283,2021-03-28,1100,25.2,94,0.4
4284,2021-03-28,1200,27.3,80,0.8
4285,2021-03-28,1300,29,72,1.9
4286,2021-03-28,1400,29.6,72,1.3
4287,2021-03-28,1500,31.7,63,1
4288,2021-03-28,1600,30.8,64,1.4
4289,2021-03-28,1700,25.7,84,2.4
4290,2021-03-28,1800,25.2,95,0.6
4291,2021-03-28,1900,25.8,93,0.8
4292,2021-03-28,2000,26.5,84,0.3
4293,2021-03-28,2100,26.2,82,0.2
4294,2021-03-28,2200,25.5,90,0.2
4295,2021-03-28,2300,24.7,95,0.2
4296,2021-03-29,0000,24.6,96,0.1
4297,2021-03-29,0100,24.5,95,0.4
4298,2021-03-29,0200,24.3,96,0.1
4299,2021-03-29,0300,24.4,95,0.8
4300,2021-03-29,0400,24,96,0.2
4301,2021-03-29,0500,23.7,97,0
4302,2021-03-29,0600,23.5,97,0
4303,2021-03-29,0700,23.6,97,0
4304,2021-03-29,0800,23.5,97,0
4305,2021-03-29,0900,23.4,97,0
4306,2021-03-29,1000,24,97,0
4307,2021-03-29,1100,26.9,85,0.9
4308,2021-03-29,1200,29,76,1.6
4309,2021-03-29,1300,30,71,1.5
4310,2021-03-29,1400,29.7,70,1.5
4311,2021-03-29,1500,31.4,61,1.2
4312,2021-03-29,1600,32.3,57,1.1
4313,2021-03-29,1700,25.2,94,2.5
4314,2021-03-29,1800,25.8,93,0.1
4315,2021-03-29,1900,27.3,84,0.3
4316,2021-03-29,2000,27.9,80,0.5
4317,2021-03-29,2100,27.2,84,0.1
4318,2021-03-29,2200,26.4,91,0.2
4319,2021-03-29,2300,25.8,94,0
4320,2021-03-30,0000,25.5,96,0
4321,2021-03-30,0100,25.2,96,0
4322,2021-03-30,0200,25.3,95,0
4323,2021-03-30,0300,24.9,96,0
4324,2021-03-30,0400,24.6,96,0
4325,2021-03-30,0500,24.3,97,0
4326,2021-03-30,0600,24.2,97,0
4327,2021-03-30,0700,24.3,97,0
4328,2021-03-30,0800,24.3,97,0
4329,2021-03-30,0900,24.3,97,0.7
4330,2021-03-30,1000,24.5,97,0.1
4331,2021-03-30,1100,25.9,94,1.2
4332,2021-03-30,1200,27.6,82,1.4
4333,2021-03-30,1300,29.9,74,0.8
4334,2021-03-30,1400,30.5,71,2.3
4335,2021-03-30,1500,30.8,65,1.9
4336,2021-03-30,1600,30.5,66,0.8
4337,2021-03-30,1700,25.8,83,2.8
4338,2021-03-30,1800,24.7,96,0.4
4339,2021-03-30,1900,25.6,95,0.5
4340,2021-03-30,2000,27,91,0.7
4341,2021-03-30,2100,27.1,89,0.2
4342,2021-03-30,2200,26.2,91,0
4343,2021-03-30,2300,25.6,95,0
4344,2021-03-31,0000,25.3,96,0
4345,2021-03-31,0100,25.4,95,0
4346,2021-03-31,0200,25.2,96,0
4347,2021-03-31,0300,24.7,96,0
4348,2021-03-31,0400,24.6,97,0
4349,2021-03-31,0500,24.4,97,0
4350,2021-03-31,0600,24.3,97,0
4351,2021-03-31,0700,24.1,97,0
4352,2021-03-31,0800,24,97,0
4353,2021-03-31,0900,24.1,97,0
4354,2021-03-31,1000,24.6,97,0
4355,2021-03-31,1100,26.9,90,0.4
4356,2021-03-31,1200,29.4,76,1.3
4357,2021-03-31,1300,30.4,70,1.8
4358,2021-03-31,1400,31.9,60,0.8
4359,2021-03-31,1500,30.8,64,1.9
4360,2021-03-31,1600,31.1,66,2.2
4361,2021-03-31,1700,25.2,97,1
4362,2021-03-31,1800,26.3,95,1.2
4363,2021-03-31,1900,27.6,83,0.8
4364,2021-03-31,2000,28.5,80,0.7
4365,2021-03-31,2100,27.6,81,0.9
4366,2021-03-31,2200,26.9,87,0.1
4367,2021-03-31,2300,26.7,88,0.4
4368,2021-04-01,0000,25.3,90,1.7
4369,2021-04-01,0100,24.7,94,0.1
4370,2021-04-01,0200,24.4,96,0.4
4371,2021-04-01,0300,24.4,96,0
4372,2021-04-01,0400,24.3,97,0
4373,2021-04-01,0500,24.3,97,0
4374,2021-04-01,0600,24,97,0
4375,2021-04-01,0700,24.1,97,0
4376,2021-04-01,0800,24.2,97,0
4377,2021-04-01,0900,24,97,0
4378,2021-04-01,1000,24.8,97,0
4379,2021-04-01,1100,26.4,92,0.3
4380,2021-04-01,1200,28.7,75,0.4
4381,2021-04-01,1300,28.2,81,1.7
4382,2021-04-01,1400,29.3,74,1.8
4383,2021-04-01,1500,30.2,72,0.7
4384,2021-04-01,1600,28.2,78,0.1
4385,2021-04-01,1700,25.5,92,0.9
4386,2021-04-01,1800,25.9,90,1.5
4387,2021-04-01,1900,26.2,86,1.8
4388,2021-04-01,2000,26.4,87,1.3
4389,2021-04-01,2100,26.2,89,0.1
4390,2021-04-01,2200,25.8,92,0.4
4391,2021-04-01,2300,25.4,95,0.1
4392,2021-04-02,0000,25.4,96,0
4393,2021-04-02,0100,25.3,96,0
4394,2021-04-02,0200,24.7,96,0.4
4395,2021-04-02,0300,23.8,95,0
4396,2021-04-02,0400,23.7,96,0
4397,2021-04-02,0500,23.8,97,0
4398,2021-04-02,0600,23.8,97,0
4399,2021-04-02,0700,23.8,97,0
4400,2021-04-02,0800,23.9,97,0
4401,2021-04-02,0900,24,97,0
4402,2021-04-02,1000,24.5,97,0
4403,2021-04-02,1100,26.4,95,0
4404,2021-04-02,1200,28.9,73,0.3
4405,2021-04-02,1300,29.4,75,0.4
4406,2021-04-02,1400,30.2,68,1
4407,2021-04-02,1500,31.9,61,1.3
4408,2021-04-02,1600,32.2,66,1.9
4409,2021-04-02,1700,25.2,93,0.3
4410,2021-04-02,1800,28.3,89,0.7
4411,2021-04-02,1900,30.2,70,0.8
4412,2021-04-02,2000,30.3,67,0.9
4413,2021-04-02,2100,28,80,0.4
4414,2021-04-02,2200,25.7,96,0
4415,2021-04-02,2300,25.2,96,0
4416,2021-04-03,0000,24.9,97,0
4417,2021-04-03,0100,24.8,97,0
4418,2021-04-03,0200,24.7,97,0
4419,2021-04-03,0300,24.4,97,0
4420,2021-04-03,0400,24.2,97,0
4421,2021-04-03,0500,23.9,97,0
4422,2021-04-03,0600,23.5,97,0.1
4423,2021-04-03,0700,23.3,97,0
4424,2021-04-03,0800,23.4,97,0
4425,2021-04-03,0900,23.1,97,0
4426,2021-04-03,1000,23.8,97,0.2
4427,2021-04-03,1100,26,97,0.9
4428,2021-04-03,1200,28.3,77,0.5
4429,2021-04-03,1300,29.7,74,1.5
4430,2021-04-03,1400,30.7,67,0.9
4431,2021-04-03,1500,30.6,65,1
4432,2021-04-03,1600,30.1,68,0.8
4433,2021-04-03,1700,24.3,97,0.2
4434,2021-04-03,1800,25.2,96,0.2
4435,2021-04-03,1900,25.7,94,0.7
4436,2021-04-03,2000,25.7,94,0.3
4437,2021-04-03,2100,25.3,93,0
4438,2021-04-03,2200,24.8,95,0.1
4439,2021-04-03,2300,24.4,95,0
4440,2021-04-04,0000,24.1,96,0
4441,2021-04-04,0100,23.9,96,0
4442,2021-04-04,0200,23.9,97,0.1
4443,2021-04-04,0300,23.7,97,0
4444,2021-04-04,0400,23.7,97,0.1
4445,2021-04-04,0500,23.5,97,0
4446,2021-04-04,0600,23.4,97,0
4447,2021-04-04,0700,23.3,97,0
4448,2021-04-04,0800,23.3,97,0
4449,2021-04-04,0900,23.4,97,0
4450,2021-04-04,1000,24.4,97,0.4
4451,2021-04-04,1100,26.8,90,1
4452,2021-04-04,1200,29.1,78,1.7
4453,2021-04-04,1300,29.3,74,2.3
4454,2021-04-04,1400,30.1,70,2.8
4455,2021-04-04,1500,29.5,73,2
4456,2021-04-04,1600,29.4,78,0.7
4457,2021-04-04,1700,30.2,75,0.5
4458,2021-04-04,1800,29.8,75,0
4459,2021-04-04,1900,26.6,92,0.2
4460,2021-04-04,2000,26.2,90,0.7
4461,2021-04-04,2100,23.7,97,0.1
4462,2021-04-04,2200,23.9,97,0
4463,2021-04-04,2300,24.2,97,0
4464,2021-04-05,0000,24.4,97,0
4465,2021-04-05,0100,24.5,97,0
4466,2021-04-05,0200,24.4,97,0.1
4467,2021-04-05,0300,24.2,96,0
4468,2021-04-05,0400,24,97,0
4469,2021-04-05,0500,23.9,97,0
4470,2021-04-05,0600,23.7,97,0
4471,2021-04-05,0700,23.6,97,0
4472,2021-04-05,0800,23.6,97,0
4473,2021-04-05,0900,23.5,97,0
4474,2021-04-05,1000,24.4,97,0.2
4475,2021-04-05,1100,27.2,90,1
4476,2021-04-05,1200,28.4,79,1.9
4477,2021-04-05,1300,30.1,72,1.9
4478,2021-04-05,1400,31.7,69,2.7
4479,2021-04-05,1500,31.4,65,3.2
4480,2021-04-05,1600,32,65,0.9
4481,2021-04-05,1700,29.3,74,3.1
4482,2021-04-05,1800,31,60,2.4
4483,2021-04-05,1900,26.6,78,3.7
4484,2021-04-05,2000,27.3,82,0
4485,2021-04-05,2100,27.2,87,0
4486,2021-04-05,2200,26.5,93,0
4487,2021-04-05,2300,26,94,0
4488,2021-04-06,0000,26,93,0.1
4489,2021-04-06,0100,26.1,88,0.4
4490,2021-04-06,0200,25.6,90,0.4
4491,2021-04-06,0300,24.9,93,0.1
4492,2021-04-06,0400,24.8,94,0.4
4493,2021-04-06,0500,24.5,95,0
4494,2021-04-06,0600,24.3,96,0.1
4495,2021-04-06,0700,24,96,0
4496,2021-04-06,0800,23.9,97,0
4497,2021-04-06,0900,23.7,97,0
4498,2021-04-06,1000,24.4,97,0
4499,2021-04-06,1100,26.6,89,1.1
4500,2021-04-06,1200,29.5,77,1.8
4501,2021-04-06,1300,30.8,68,2.8
4502,2021-04-06,1400,31,66,2.7
4503,2021-04-06,1500,31.4,61,3.7
4504,2021-04-06,1600,31.9,57,3.3
4505,2021-04-06,1700,33.1,51,3.6
4506,2021-04-06,1800,33.5,51,2.6
4507,2021-04-06,1900,33.5,51,2.9
4508,2021-04-06,2000,32.9,51,1.5
4509,2021-04-06,2100,30.2,67,0.6
4510,2021-04-06,2200,29,73,0.9
4511,2021-04-06,2300,28.4,76,0.5
4512,2021-04-07,0000,27.7,76,1.3
4513,2021-04-07,0100,25.9,91,0
4514,2021-04-07,0200,25.6,93,0.2
4515,2021-04-07,0300,25.3,95,0.3
4516,2021-04-07,0400,25,96,0.3
4517,2021-04-07,0500,24.9,94,0.1
4518,2021-04-07,0600,24.8,94,0.1
4519,2021-04-07,0700,24.7,94,0
4520,2021-04-07,0800,24.8,94,0
4521,2021-04-07,0900,24.7,96,0
4522,2021-04-07,1000,25,96,0
4523,2021-04-07,1100,27.5,80,0.8
4524,2021-04-07,1200,28.8,79,2.2
4525,2021-04-07,1300,31,68,2
4526,2021-04-07,1400,31.8,63,3
4527,2021-04-07,1500,31.9,61,2.3
4528,2021-04-07,1600,33.4,52,2.2
4529,2021-04-07,1700,33.3,52,2.8
4530,2021-04-07,1800,33.4,50,2.5
4531,2021-04-07,1900,32.2,56,2.6
4532,2021-04-07,2000,27.5,73,1.1
4533,2021-04-07,2100,27.3,74,1.1
4534,2021-04-07,2200,26,92,0.2
4535,2021-04-07,2300,25.7,90,0.6
4536,2021-04-08,0000,24.8,92,1.7
4537,2021-04-08,0100,24.9,95,0.8
4538,2021-04-08,0200,25.3,94,0
4539,2021-04-08,0300,25,96,0
4540,2021-04-08,0400,25,96,0
4541,2021-04-08,0500,25,96,0
4542,2021-04-08,0600,24.9,95,0
4543,2021-04-08,0700,24.6,96,0
4544,2021-04-08,0800,24.4,96,0.1
4545,2021-04-08,0900,24.5,96,0.2
4546,2021-04-08,1000,24.9,95,0.4
4547,2021-04-08,1100,26.2,86,1.2
4548,2021-04-08,1200,27.8,79,1
4549,2021-04-08,1300,29.8,74,1.4
4550,2021-04-08,1400,31.2,67,1.3
4551,2021-04-08,1500,32.1,64,1.2
4552,2021-04-08,1600,33,56,2.8
4553,2021-04-08,1700,33.5,55,2.5
4554,2021-04-08,1800,24.7,93,5.9
4555,2021-04-08,1900,23.6,97,0.3
4556,2021-04-08,2000,24.2,97,0.2
4557,2021-04-08,2100,24.3,97,0.2
4558,2021-04-08,2200,24.2,97,0
4559,2021-04-08,2300,24.2,97,0
4560,2021-04-09,0000,24.3,97,0
4561,2021-04-09,0100,24.2,97,0
4562,2021-04-09,0200,24.3,97,0
4563,2021-04-09,0300,24.3,97,0
4564,2021-04-09,0400,24.2,97,0
4565,2021-04-09,0500,24.1,97,0
4566,2021-04-09,0600,24,97,0
4567,2021-04-09,0700,24.1,97,0
4568,2021-04-09,0800,24.1,97,0
4569,2021-04-09,0900,24.1,98,0
4570,2021-04-09,1000,24.5,97,0
4571,2021-04-09,1100,26.3,86,0.3
4572,2021-04-09,1200,28.9,77,0.4
4573,2021-04-09,1300,30.5,68,1.1
4574,2021-04-09,1400,30.7,68,3.3
4575,2021-04-09,1500,31.2,65,2.5
4576,2021-04-09,1600,31.2,72,2.2
4577,2021-04-09,1700,33,63,0.7
4578,2021-04-09,1800,33,54,0.9
4579,2021-04-09,1900,32.9,57,2.5
4580,2021-04-09,2000,23.8,93,5
4581,2021-04-09,2100,24,97,1.9
4582,2021-04-09,2200,24.6,97,0
4583,2021-04-09,2300,25.1,95,0
4584,2021-04-10,0000,24.9,97,0
4585,2021-04-10,0100,25,97,0
4586,2021-04-10,0200,24.8,97,0.1
4587,2021-04-10,0300,24.6,97,0.1
4588,2021-04-10,0400,24.5,97,0
4589,2021-04-10,0500,24.4,97,0
4590,2021-04-10,0600,24.3,98,0
4591,2021-04-10,0700,24.3,98,0
4592,2021-04-10,0800,24,98,0
4593,2021-04-10,0900,24.2,98,0
4594,2021-04-10,1000,24.7,98,0.6
4595,2021-04-10,1100,26.6,93,1.1
4596,2021-04-10,1200,28.6,85,1.1
4597,2021-04-10,1300,29.4,75,2.7
4598,2021-04-10,1400,31.1,67,2
4599,2021-04-10,1500,31.3,63,2.8
4600,2021-04-10,1600,32.1,60,2.4
4601,2021-04-10,1700,32.4,59,2.9
4602,2021-04-10,1800,32.2,60,2.5
4603,2021-04-10,1900,26.9,71,1
4604,2021-04-10,2000,24.7,84,0.4
4605,2021-04-10,2100,25.4,81,0.7
4606,2021-04-10,2200,25.3,81,0.4
4607,2021-04-10,2300,25.5,81,0.1
4608,2021-04-11,0000,25.2,87,0.2
4609,2021-04-11,0100,25.2,89,0.3
4610,2021-04-11,0200,24.6,92,3.8
4611,2021-04-11,0300,23.2,97,0.2
4612,2021-04-11,0400,23.4,97,0
4613,2021-04-11,0500,23.2,97,0
4614,2021-04-11,0600,23.2,97,0
4615,2021-04-11,0700,23.3,98,0
4616,2021-04-11,0800,23.1,98,0
4617,2021-04-11,0900,22.9,98,0
4618,2021-04-11,1000,23.5,98,0.2
4619,2021-04-11,1100,26.1,86,0.6
4620,2021-04-11,1200,28.6,77,1.7
4621,2021-04-11,1300,29.1,77,2.1
4622,2021-04-11,1400,31.5,67,0.9
4623,2021-04-11,1500,31.2,63,1.2
4624,2021-04-11,1600,31.1,67,1.1
4625,2021-04-11,1700,29.5,79,1.7
4626,2021-04-11,1800,24,98,1.3
4627,2021-04-11,1900,23.7,98,0.6
4628,2021-04-11,2000,23.4,98,0.4
4629,2021-04-11,2100,23.7,98,0.4
4630,2021-04-11,2200,23.5,98,1.3
4631,2021-04-11,2300,23.8,98,0
4632,2021-04-12,0000,23.7,98,0.1
4633,2021-04-12,0100,23.3,98,0.1
4634,2021-04-12,0200,23.1,98,0
4635,2021-04-12,0300,23.1,98,0
4636,2021-04-12,0400,23.1,98,0
4637,2021-04-12,0500,23,98,0
4638,2021-04-12,0600,22.9,98,0.3
4639,2021-04-12,0700,22.7,98,0.1
4640,2021-04-12,0800,22.7,98,0
4641,2021-04-12,0900,22.7,98,0
4642,2021-04-12,1000,23.5,98,0.7
4643,2021-04-12,1100,24.5,98,0.8
4644,2021-04-12,1200,28.1,79,1.5
4645,2021-04-12,1300,29.2,74,2.3
4646,2021-04-12,1400,30.2,69,2.5
4647,2021-04-12,1500,32,65,2.1
4648,2021-04-12,1600,32.8,60,1.8
4649,2021-04-12,1700,32.3,57,2.1
4650,2021-04-12,1800,30.3,71,1
4651,2021-04-12,1900,27.9,80,1.7
4652,2021-04-12,2000,26.1,93,1
4653,2021-04-12,2100,26.2,91,0.3
4654,2021-04-12,2200,25.6,94,0.5
4655,2021-04-12,2300,25.2,96,0
4656,2021-04-13,0000,25.3,97,0
4657,2021-04-13,0100,25.1,97,0
4658,2021-04-13,0200,24.8,98,0
4659,2021-04-13,0300,24.9,98,0
4660,2021-04-13,0400,24.9,98,0
4661,2021-04-13,0500,24.8,98,0
4662,2021-04-13,0600,24.8,98,0
4663,2021-04-13,0700,24.7,98,0
4664,2021-04-13,0800,24.6,98,0
4665,2021-04-13,0900,24.3,98,0.1
4666,2021-04-13,1000,24.7,98,0.6
4667,2021-04-13,1100,25.8,98,1.2
4668,2021-04-13,1200,28.9,82,2
4669,2021-04-13,1300,30.1,76,2.6
4670,2021-04-13,1400,31.4,65,3.2
4671,2021-04-13,1500,32.5,64,2.7
4672,2021-04-13,1600,32,66,3.1
4673,2021-04-13,1700,32.9,58,2.7
4674,2021-04-13,1800,25.8,94,0.8
4675,2021-04-13,1900,25.5,96,0.3
4676,2021-04-13,2000,26.5,92,0.5
4677,2021-04-13,2100,26.5,87,0.4
4678,2021-04-13,2200,25.9,86,0.5
4679,2021-04-13,2300,25.6,92,0.1
4680,2021-04-14,0000,24.9,96,0.1
4681,2021-04-14,0100,25,96,0.1
4682,2021-04-14,0200,25.1,96,0.1
4683,2021-04-14,0300,24.7,97,0
4684,2021-04-14,0400,24.6,97,0
4685,2021-04-14,0500,24.5,98,0
